100000 100000
q 91213 68461
u 62855 63244
q 65346 82810
m 78183 78855
m 8834 37998
q 40555 76395
u 31645 69839
m 1932 38343
u 59646 54714
q 5365 60125
u 24893 48495
u 47822 58127
m 85133 55407
u 68085 92250
q 39531 8606
q 44938 19402
u 15170 6584
m 65315 16517
m 51431 90581
m 92291 12623
q 49890 40448
m 8286 94803
m 32516 86810
m 52717 81908
u 95240 26365
u 93259 15028
m 21878 22791
u 11676 18120
u 81994 82143
m 26161 55795
m 71184 25341
m 35825 59302
u 52065 77788
u 45559 63585
u 7090 81387
m 82377 62765
q 16495 55201
m 10626 2967
m 14983 80232
q 76586 61044
q 32577 45119
q 39829 47008
m 5204 65009
u 754 95970
m 27996 66552
u 43374 51933
q 52339 71593
m 85797 61379
u 51197 53037
m 34946 42826
q 2215 24308
q 93179 86493
u 93761 67374
q 12189 28039
m 28978 87703
q 38892 65770
u 42891 81157
q 18850 85689
m 30283 29303
m 48033 61129
u 49516 80422
u 90882 72119
u 28018 49395
q 14337 93077
q 80230 18303
u 14180 58058
q 95501 89736
u 63133 43166
u 69298 61729
m 45753 23253
u 49748 65736
u 21921 22974
m 45096 90449
q 18145 83450
m 45488 83198
u 28895 12427
m 88485 34005
q 58759 32421
q 45451 49514
q 14241 36722
m 38830 18630
m 80380 74251
q 95880 97117
u 85875 22157
u 66075 38518
m 75996 77842
q 19739 74425
u 97938 25107
m 45464 59430
m 62466 83485
u 64602 57808
q 26430 51317
q 16014 18128
q 36914 26151
m 1306 94174
q 95072 64113
q 3655 31188
q 875 69365
u 28894 90188
u 43552 4775
u 94807 28969
u 2349 30065
m 85842 75531
m 86637 88656
m 97758 34666
m 23285 65017
u 36958 91379
u 37649 82902
m 24978 674
m 8731 83871
u 9822 88734
u 49881 56358
u 89283 89662
q 30158 18450
m 69429 96524
q 33415 63849
u 33502 52213
u 309 78755
u 18729 82205
u 92605 12762
q 86843 57246
u 71114 53354
m 14066 85838
m 90413 42298
u 81115 40535
q 86875 42703
q 31603 38106
m 54601 60359
q 87474 31830
q 70087 62061
u 42354 82805
q 69388 83058
u 8971 57814
q 31866 43385
q 24076 87758
u 58572 35927
q 3473 30951
u 74862 18761
q 96874 65002
q 95461 78351
q 91954 61851
m 30024 66360
m 9015 92320
m 29483 62473
q 82246 34512
u 20500 34798
q 43387 37150
q 72851 94271
u 822 55751
m 86373 55172
u 27081 13278
u 37318 92332
u 93472 31016
q 11091 42734
u 40764 41197
u 92364 40994
q 31327 77112
u 95482 63451
q 62729 80481
q 26393 52834
u 12273 94849
m 27700 17054
u 29205 17278
u 78047 53037
m 49977 81476
q 85948 38327
q 81902 65324
m 28984 89278
u 77611 93541
m 60296 66548
m 7775 40927
m 88310 84450
m 57070 29307
u 6344 89177
q 58532 21101
u 80464 35399
u 65188 85915
q 52520 49608
q 30693 84845
m 24531 45145
q 1357 81864
m 44103 56739
q 61928 16153
m 61196 12628
m 98674 36097
q 96795 26100
q 3207 3561
m 12374 76283
m 15943 81614
m 33771 44950
q 17544 15538
u 49964 91471
m 2672 32753
q 88975 41109
q 31122 43010
u 16468 18914
m 35405 69358
u 88111 59736
q 42596 72226
m 84237 43698
m 93593 69375
m 91197 82600
m 62537 94544
u 53056 9723
q 64276 64767
m 12985 10417
m 84272 17888
m 22823 84781
q 79208 29592
u 840 4654
q 77920 50101
q 50436 74181
u 61809 6547
m 6425 9450
q 52464 70825
u 31305 50783
m 52479 30627
u 20989 38345
q 47484 72606
q 92615 89456
u 89246 23479
q 47946 11437
u 29115 93382
q 24701 74073
u 40477 38978
u 43315 11677
u 18582 8510
u 49735 66495
q 88275 15953
m 75406 81576
q 69978 75851
q 8841 98815
u 24390 87729
q 4779 60016
q 26261 94264
q 55359 62822
u 72175 75522
u 54453 65706
q 16423 4245
m 94122 39175
q 87872 31652
u 17296 19147
m 95096 5140
u 95841 46477
m 61293 29796
u 64694 85925
u 10511 40010
q 28953 63928
q 59025 53740
u 91894 58807
m 93418 87879
u 1339 37388
u 33168 19500
m 18323 36940
u 18160 44187
q 70569 50349
m 28130 35249
u 61469 76866
q 41836 95311
m 55060 49134
m 70040 16328
q 22967 30931
m 59420 44388
m 17766 85424
u 63968 84375
q 35758 2328
u 20335 4147
u 93615 20655
q 73003 79425
u 76569 42770
m 76949 47593
u 88438 97920
q 96118 39644
q 55227 68651
q 65015 17445
m 65573 82335
q 30190 10393
m 46906 93282
u 51983 9976
q 90010 42220
u 45013 91030
m 39041 87788
m 8443 66146
m 45070 30109
q 62601 96684
q 41953 63934
u 13298 23821
m 93484 62582
m 26060 87096
u 99560 56144
u 55872 15663
m 24728 34589
q 711 71921
q 42309 58692
u 50614 30216
q 16480 35025
m 49105 1837
u 71649 89453
m 74274 2268
m 14764 12835
q 35924 15672
m 35106 50547
m 51558 82615
u 67430 88996
u 92279 40602
q 85093 42875
m 41164 41572
q 67246 60453
q 26846 92780
u 64160 14763
m 25566 64689
m 96358 39622
q 70198 43327
m 13371 39123
u 92827 94249
q 83388 19438
q 96694 15505
u 51826 84017
m 66637 40982
u 72033 88673
m 49127 7349
q 10961 26996
m 64959 63003
q 83341 21878
q 16749 19398
m 40499 60392
q 80404 32051
q 6613 58095
m 64934 80528
q 93024 88794
u 32443 79921
q 90707 31564
q 49175 59554
q 9962 34137
q 89862 57723
q 1719 85376
m 29231 76412
m 67147 56869
q 94305 94700
q 87192 85645
q 21387 84218
u 34501 48845
m 92295 16846
m 29497 2259
u 21761 68258
u 52319 27129
q 99799 19322
u 84354 54731
m 59970 89752
u 39616 89711
q 93933 87541
m 68997 41945
u 75327 24003
q 91475 65145
m 41173 75247
q 34161 98919
u 1620 89827
q 38622 23595
m 44546 41186
m 70271 99958
q 48971 9626
q 46216 22507
q 30437 3724
q 4702 8791
m 33695 13820
m 21166 18898
u 91905 32050
u 741 25472
q 8521 46973
m 66376 88279
u 43906 55867
u 67965 30178
u 41025 27806
m 25958 71284
m 46933 35757
m 46353 43710
q 79651 92411
u 4553 53257
m 85242 94511
m 2651 67679
u 377 99484
m 80425 86405
q 28318 83075
u 95028 51307
m 95359 23486
m 79530 87083
m 46157 3687
q 36095 57595
q 35882 39973
m 36643 27321
m 50476 19312
m 65402 70801
m 46155 1545
m 35572 28972
u 57165 60458
u 32971 84208
m 57497 22242
u 94185 98472
u 19107 81143
q 42092 12207
q 25651 54329
m 53433 67997
m 74716 81643
u 67610 72335
q 69642 40245
m 24125 29228
m 55670 68585
m 13448 34228
u 53222 59815
u 7126 16047
u 94193 7589
q 16611 99064
m 4455 67866
u 34023 10014
u 64012 57214
u 99017 34658
m 74453 56418
u 56979 95223
u 61460 7295
m 73299 29469
q 19930 64840
q 84732 84382
u 80895 91257
m 32516 71533
m 60499 11672
q 97216 47722
u 2942 32103
u 52629 7812
q 39759 27088
m 74233 37512
m 93464 55079
q 85575 81594
u 65495 38381
q 51609 33346
u 54523 65625
q 38732 8610
m 45364 61819
q 20839 87200
m 51956 58431
q 97882 18657
u 5206 38432
m 53089 75511
u 75016 63192
q 51478 14305
u 96729 80174
q 9719 23016
u 99139 97122
u 57793 69003
u 38699 2412
q 4905 25351
m 85621 38162
m 10153 78939
m 36401 29512
m 84646 86693
m 79173 3898
u 99863 57301
m 43280 12515
u 77897 65872
m 80709 35359
q 77528 31421
u 35535 63265
m 75417 32798
m 88460 45277
u 72274 49932
u 24290 98835
u 35204 79954
u 84234 77889
u 22030 97702
q 45098 38411
u 61984 76221
m 50557 70250
q 51268 35696
m 75905 59204
q 27879 57166
u 79434 47940
q 96144 81094
u 50682 86803
u 73141 96077
m 15695 30890
q 10743 70162
u 6350 97366
u 27337 31305
q 92669 3294
m 53310 4448
u 12282 53312
m 15805 24315
m 61931 83630
u 61615 49686
q 45131 47718
q 26154 71658
m 45837 25966
m 38672 71241
q 12068 81905
u 78885 39990
q 40939 49014
u 59275 46866
u 18239 45225
q 24887 28985
u 69269 80960
m 41404 25319
m 83417 1282
q 79908 76559
u 17852 97255
u 30338 92909
u 16721 49582
m 21699 41311
q 8484 51077
u 57069 35827
m 34903 93734
q 55006 69946
u 27804 8786
q 79304 87426
m 61865 68862
m 97262 21001
u 6424 97406
q 46284 58776
m 42689 44077
u 56829 42060
m 55325 58130
q 5449 53851
q 84563 5886
m 55872 67589
u 5411 16560
m 90650 8434
u 5723 43326
m 78392 26076
q 38337 82893
u 2924 43415
q 33148 80330
m 65261 78595
m 72329 62223
m 99058 2672
m 63819 91452
q 5103 18082
q 60349 95281
m 65232 81445
q 5683 81370
u 57841 26550
m 44321 82455
q 87434 26580
m 38106 87939
q 65323 21179
q 81591 89590
m 78544 20391
m 54794 35935
u 17716 27794
q 52560 50445
m 93137 30223
u 12466 1098
u 64482 89956
u 58504 96801
u 84193 87889
q 49554 59813
u 89446 74348
u 80818 26625
m 97232 58853
u 70526 4834
u 15119 3803
q 24986 6590
m 97873 16808
q 77027 31794
u 84963 65085
u 85586 73677
m 21228 20367
u 78926 67380
m 58717 52610
m 71340 10212
q 27977 46500
m 70419 29412
m 66190 62208
m 11597 80630
m 4417 81365
u 96625 4965
m 76891 71644
m 74282 73844
q 13611 70862
q 30715 98709
u 58008 55215
q 44724 24104
q 94568 8272
q 12154 51828
q 49959 71022
q 96182 44440
q 14867 2659
u 33814 74585
u 73337 30795
q 5095 96925
q 42992 15375
u 7324 96153
u 37895 57216
u 52963 95558
m 95480 93936
m 93857 31613
u 73556 95698
u 69787 22709
q 36614 66799
m 13997 75495
u 60809 5498
m 93876 33373
q 14058 42773
m 11357 11880
q 21718 20391
u 71862 51005
u 32656 49154
q 98887 42153
u 95977 52808
q 10466 7589
u 35572 16931
m 63113 10652
m 86773 35023
m 44622 26828
q 80397 28393
q 70019 8199
q 28938 21271
u 98388 77362
u 23674 97470
q 51401 95541
q 73236 64590
m 40878 48607
q 73141 26682
m 82654 73345
q 19962 51063
q 84710 42240
q 28923 97020
m 25602 76519
u 2588 91119
q 78193 86563
q 40029 69244
q 64789 32944
q 35793 50167
u 9187 21047
m 78895 67685
m 48732 90466
q 58979 73433
u 34949 61386
q 48402 37255
q 92361 32267
q 55121 99340
q 22859 83975
m 49416 71185
q 55679 38800
m 14760 60507
u 10890 77811
q 54460 66725
m 9276 56703
q 83429 54315
q 20271 1803
m 3923 24366
m 57080 8885
u 39731 26210
q 20530 12453
m 10331 65012
m 32017 7508
m 70341 80363
u 56560 71657
u 68631 84248
q 20914 5420
q 1816 63134
m 82015 94194
m 37804 50402
u 7793 44269
m 64431 65637
u 25060 54542
q 83635 10399
u 69821 5007
q 57267 7202
m 34217 67575
u 39171 1328
q 36673 50182
m 42190 28308
q 50354 33589
q 32386 93797
m 61899 6606
q 67148 49473
u 36405 2074
q 86833 46608
m 57838 82551
m 15638 83478
u 5425 54656
q 81530 22846
u 43150 12981
m 6419 77234
m 50271 49961
u 81438 12104
m 16386 88462
q 99844 85610
m 75789 36444
q 66183 78158
q 59388 72201
q 79587 73069
u 29746 64512
u 29359 74925
u 52109 95704
u 85857 80528
m 6019 31679
u 63155 27663
q 34572 47882
m 63394 7084
m 51467 10850
u 60320 31753
u 73662 7031
q 66014 47692
u 31521 8876
m 703 89738
q 22231 44881
m 14653 68012
m 88827 12893
q 83880 96886
m 81383 96779
m 99159 95940
u 89288 35788
q 82762 26842
m 91064 45937
q 74863 92970
q 42146 9993
q 25083 3297
q 14045 79565
u 14387 95550
q 15050 75317
q 61224 87117
m 22509 19225
u 92730 72551
q 57045 81191
m 3234 74921
q 47477 81517
u 60609 65475
m 3468 98822
u 3370 71939
m 95925 91087
m 3371 67269
u 25850 16549
u 39811 45470
q 43593 64826
u 62043 3328
u 677 93767
u 39451 13709
m 4112 70644
m 52408 31112
m 94311 39768
m 21982 87459
m 85298 62841
q 83813 2496
m 62398 22572
u 5792 2127
u 19651 58470
u 11876 2999
u 91751 95487
q 54412 38893
m 16620 51019
u 32142 15476
m 38449 85585
q 96981 65471
q 78257 97143
m 33560 74105
u 83349 87397
m 34689 18274
q 84630 42570
m 69228 97548
u 27627 67166
m 75349 93508
u 78531 53082
u 66314 83385
q 25024 77117
q 49098 55931
q 52911 22186
q 14466 35035
q 54123 74690
q 31794 22713
m 92258 59605
q 3032 15010
m 20678 25510
m 95566 67555
u 74523 93435
u 1597 8535
q 39137 14107
m 43543 54088
u 33400 24814
m 21069 42276
q 63673 16680
q 86159 35415
u 42205 51748
q 9745 26743
m 25007 89899
u 62316 48560
m 46996 85410
q 64505 7854
u 71614 35316
u 99656 72292
u 37339 38792
m 37278 24021
q 35788 65795
m 11440 94881
m 41348 18311
u 40764 4914
u 85833 54502
u 3951 13932
q 53565 49476
q 20240 22122
u 67997 65722
q 65823 69051
u 83673 64783
q 18426 62725
q 54691 88997
u 90452 79362
q 98639 63182
u 9913 73205
q 57403 79669
m 97772 67827
q 3846 15271
q 75782 27581
u 12005 19808
m 43199 62378
m 19963 74229
u 6807 33685
u 23761 4480
u 42375 11950
q 99265 24499
q 17018 53330
u 13146 57489
u 24852 91931
q 98672 81062
m 95923 61674
m 29659 29937
u 87255 28356
u 80386 12850
m 94300 5566
m 33602 34300
u 49648 61150
m 8446 708
q 69567 90905
q 82536 82539
m 24383 95678
m 45536 8639
u 22105 35933
m 80682 71504
u 75276 41676
q 36600 24237
q 99446 58982
q 29050 14839
m 7963 85913
u 85592 59628
m 40748 77230
q 21142 419
m 3256 53556
m 8178 41530
u 14206 68920
u 89889 81451
q 64962 38210
m 14726 16135
q 41878 12113
u 55448 38232
m 99519 56179
u 24353 64286
q 1639 64633
q 36324 27877
q 12965 43993
u 31690 16376
q 69094 27880
q 70934 48315
u 23272 21851
m 50175 5669
q 17356 56884
m 43609 70511
m 68877 33615
q 79684 74175
m 33906 92727
q 33161 97762
u 1874 45390
q 68613 72341
q 75791 36725
u 72200 38332
u 22400 16584
q 27065 70329
u 91610 70596
u 81657 79597
q 73942 99968
m 85679 3663
q 16896 66189
u 87085 69000
q 86331 89690
q 42189 35227
q 89194 19096
m 20546 10629
q 94407 25241
u 86683 10829
q 42422 11372
m 29107 21179
q 30455 80749
u 14471 30259
m 20759 62140
u 12434 32511
m 18612 72720
m 27883 36932
u 22067 49062
u 74170 28773
u 9830 3609
m 53745 18605
m 639 26173
m 3593 6137
u 3618 47922
m 71295 64866
u 20194 62896
q 30803 29217
u 84054 79596
u 86998 54634
q 3053 87370
q 39289 46554
q 62997 53850
u 74812 23439
u 22395 38752
m 34463 33076
q 39979 90722
q 20803 44393
q 39793 94578
u 37412 69972
q 24135 15063
m 969 15151
m 54076 72848
u 17588 47214
m 70728 40715
m 58119 31041
m 91370 17767
q 3394 18788
q 97358 34506
q 29102 42620
m 8240 85276
q 19353 90310
m 98470 87145
m 33203 85988
q 92767 67133
u 70233 93519
q 55545 48677
u 81748 89295
u 74986 63201
u 88646 53889
m 7705 752
q 78331 39356
u 54912 15564
u 58883 11301
q 23922 81645
u 70504 87991
q 23785 92605
m 5253 9482
m 43121 81221
q 67731 34671
u 97128 4171
u 28395 10881
q 33147 59962
m 15352 47839
q 4756 21809
q 44820 18650
q 98933 75712
q 20308 65565
m 58492 12660
q 69937 65925
m 31827 76371
q 73300 21355
m 29118 76834
u 5121 30736
m 43432 18059
q 98357 7839
q 92555 25859
u 98466 27457
m 65138 45203
q 1263 1945
u 26371 70164
u 88844 35320
m 73767 60449
u 32307 84585
m 72303 44919
m 63330 27468
q 82343 24199
m 51804 93443
m 59207 30799
q 4617 84807
u 96967 14320
q 59691 19752
q 85290 6703
q 60675 82759
u 92352 23406
u 22194 44506
q 5948 37691
q 33565 28891
q 3290 71448
u 70747 45955
q 67432 2191
u 53131 36928
q 28576 72888
u 47817 95659
q 38491 71588
q 5149 51326
u 13897 43498
u 15045 55548
m 30018 67033
q 98803 73003
m 24904 88616
q 69820 80636
m 91784 70903
u 49683 42883
u 78746 39946
u 59180 91759
m 98199 74325
q 5699 6953
u 52242 75155
q 1414 55246
u 9649 21507
m 79129 44230
m 62922 58094
q 52053 90992
u 38355 28171
u 51735 17988
m 84752 66079
u 30981 70427
u 75342 50810
u 27164 23534
m 73522 94974
m 67912 86256
q 90443 29924
u 89021 99183
q 3664 75622
u 31802 58360
u 28033 40782
q 88571 72493
u 31365 36306
u 70125 27927
q 8445 90893
u 69845 23273
u 11962 3377
q 47527 51379
q 6486 3156
q 82150 93629
u 2415 21656
q 78160 68009
q 3795 22900
u 45297 4730
m 67502 17501
q 54865 57077
m 40387 77317
u 74560 93443
m 32598 90380
q 2494 56771
m 93952 40042
q 37972 62098
q 38249 60218
q 31964 71935
m 95336 51321
m 93885 96015
q 86714 5118
q 97638 24446
q 36448 32448
m 41811 74800
u 16799 88295
m 78898 37583
m 71982 37035
u 21221 83288
u 20823 82416
m 62618 76106
u 14202 80490
u 49847 24599
u 49409 86200
q 44829 25243
u 32970 67193
q 23953 72259
q 15265 54454
m 93036 17555
q 94848 56960
m 27993 79129
q 68727 43729
m 24969 10931
q 98969 16513
u 41673 283
q 90086 48629
q 68690 44510
m 65580 47256
m 52037 76687
u 60005 61225
q 19428 1666
q 86948 53829
q 74957 63737
u 84558 60805
q 75778 51531
u 36771 64046
m 99320 93629
q 44553 20073
q 55230 16492
m 73788 47048
q 2473 88764
m 77597 97648
q 75959 45331
u 14228 53149
m 22435 39985
q 82010 24042
m 16265 45712
m 49470 65840
m 91583 78896
u 19021 23953
m 55276 7625
m 74041 516
m 68582 38627
q 90921 99547
u 55930 86597
q 22255 62626
u 55746 61418
q 84407 91094
m 28796 19740
m 82675 95042
q 41302 26069
m 52578 94746
m 56647 95968
u 63007 43114
m 48918 19336
u 8970 10591
u 78121 91409
q 14097 81146
q 52409 45523
m 26923 27958
m 52488 55275
q 85512 99089
u 39218 27828
m 30064 54109
m 38610 54092
m 88744 98193
q 59845 58099
m 95425 38388
u 17464 95277
q 81423 60389
u 61438 99328
q 94735 2260
m 38203 94119
q 33914 14507
m 51877 96820
m 71841 45799
m 38257 37863
q 18241 15286
m 69622 19562
m 94212 41978
m 88554 2424
u 76722 56499
u 31541 24097
q 51739 99127
m 51411 13588
m 14997 73619
u 37765 47961
m 59913 74423
q 16133 38766
m 78373 24593
m 89505 73646
m 3903 53660
q 54430 35175
u 61903 65202
q 716 87068
m 69007 88836
u 49429 75699
m 35313 49682
m 56810 55032
q 2579 48608
u 5556 94287
m 59193 23814
q 40057 31984
u 83938 86348
m 65958 19914
u 51104 6724
q 25154 83080
u 59321 29473
q 67801 98101
q 5994 73799
m 27665 40345
m 69962 69934
u 47654 31152
u 36996 18871
m 64427 93647
m 7693 81453
m 71348 6394
q 44578 70190
m 45767 15911
q 13479 14170
m 90914 65981
u 40539 28990
u 24157 61354
u 92707 49573
u 16844 35581
q 70859 16310
q 32610 5201
m 69044 18256
m 9645 37059
m 71628 61772
m 34654 70782
u 88043 28924
q 57547 77266
m 53336 40669
u 47068 88315
m 91843 52389
u 20825 93037
u 454 14232
u 52712 8571
u 59407 1845
u 63711 3402
m 12136 97442
q 66078 72403
q 35653 63102
m 85437 8223
u 59526 83290
u 96615 20859
q 57170 65449
m 53460 85968
m 63362 97029
u 41958 94478
m 78530 90707
m 25678 86171
u 16720 84589
u 86744 80259
u 53105 50175
q 95260 69640
q 89529 41226
u 64386 71598
q 31419 4078
m 99462 40024
m 64372 39212
m 17804 20255
m 68613 19026
u 97512 61489
u 54376 22551
q 83475 51806
m 27374 94922
m 19808 84651
q 50313 98261
u 65571 87945
q 81566 65839
m 68877 3331
u 61909 89554
u 88587 85363
u 66129 88437
q 87610 63681
q 275 66985
m 56274 91233
u 89863 36597
u 37121 71280
u 35473 60613
q 89776 87851
q 46292 44367
m 12915 17954
m 68480 36938
u 2047 48213
u 28007 12405
m 22620 18341
u 22197 18555
m 61527 15440
q 98753 6761
q 30443 63471
q 38565 83036
q 33344 51705
q 48381 91824
m 39864 43977
m 93637 84704
u 14538 92148
m 79710 65639
u 89703 57858
q 43108 58758
q 73280 85582
q 92002 52284
q 5521 17467
q 92206 94437
u 46723 89173
u 73001 84063
u 45131 94579
m 39784 15183
u 26619 67645
u 69257 91711
q 93158 50487
u 6602 33658
m 36719 28921
u 62169 98425
m 1726 42832
q 2725 40962
m 43549 95643
m 4864 88882
u 34679 72176
m 87450 32370
u 38413 23538
u 7490 41358
u 93482 40770
m 25564 42347
u 30151 25222
u 4463 11328
q 8742 3317
m 59530 74660
u 7181 72634
m 46128 33481
u 7641 99949
m 11827 14231
u 85323 66565
q 45815 74438
u 80567 10383
m 8240 91013
u 28178 98614
m 39114 13897
q 41274 25071
m 99200 33720
m 7020 99275
u 67923 40433
u 23568 23808
q 43147 27503
u 89521 46453
u 90511 63934
m 3611 76863
u 36606 89280
m 42783 96531
q 86905 84580
u 59833 22212
u 78086 60926
u 79440 95952
m 83386 71880
m 29709 99759
u 80852 34114
q 22957 71363
q 50872 45776
u 26302 979
m 40437 27438
u 27272 92587
m 69312 58812
m 25668 34537
u 10707 3157
u 12879 37612
q 45497 98842
q 97097 63355
m 45813 15647
q 98820 30097
q 86767 42719
q 61812 76339
q 2359 82289
q 62737 59878
u 55329 91065
m 24617 74984
m 70415 34610
m 92736 67450
u 52528 71369
u 87477 71437
m 40292 74832
q 26353 36663
u 17900 97270
u 9519 93343
q 22996 60073
m 8300 17703
q 36324 87908
u 82529 43504
m 71305 48943
m 88701 84300
u 49394 21834
q 57004 52860
q 28448 70891
u 27911 12323
q 36649 87019
m 28082 22672
m 16416 12299
q 31129 58141
u 12869 56068
q 15605 99098
m 60890 92415
m 71013 9058
u 49205 55276
q 29861 57338
u 23850 70149
m 39671 31436
q 16463 90210
m 38815 42059
m 10225 88653
m 78378 23589
q 55288 87271
u 58522 44693
q 97589 27743
m 55165 99365
q 65815 90483
q 98436 90458
q 36255 14048
m 78061 31794
u 16413 23501
m 3409 97347
q 81304 75805
q 4164 29693
m 16859 66748
m 55389 16687
q 80521 59495
m 64886 58431
u 89000 59970
u 87279 23712
q 78036 14021
q 36372 46966
q 16277 20625
u 35782 50410
m 43003 32784
u 58305 60582
q 43160 79485
u 7224 79840
q 30292 12480
q 84073 47959
m 41209 97687
u 84734 16740
m 30158 27437
u 22746 41904
m 61157 88515
m 44564 72851
m 57005 37431
u 93234 21207
q 10932 17545
u 30756 39636
u 22917 70287
q 62239 44686
m 38593 7408
m 9867 43907
q 39261 81912
q 35885 39922
u 44814 91569
u 69852 15046
q 76970 41934
q 32065 60634
u 31705 45007
u 70601 81651
u 2957 95919
q 30989 53457
q 65959 47115
q 64584 83716
u 86772 40864
m 72772 92377
u 57235 86365
u 58779 12545
m 11378 23790
q 39860 39397
m 59004 44198
m 77584 94032
m 92195 55165
u 68635 90490
m 1137 56170
q 66256 81380
m 18886 83558
q 45978 63306
q 41921 78115
q 18044 74951
u 35520 23362
u 50318 20502
u 48395 2744
q 42489 6125
u 79346 89548
u 73253 52967
m 48295 96917
q 66261 59806
u 53728 73484
m 13269 41936
q 63863 98139
m 78378 20263
u 58855 81206
u 37807 26219
u 30070 91903
m 86600 33831
u 87265 633
u 76026 62869
u 28771 28664
u 83352 10425
q 16703 4668
u 89252 31920
q 97075 62618
m 44003 13963
u 65834 25771
u 91227 75740
q 90296 94279
m 12857 96066
q 31263 84920
u 58913 5434
m 58265 25805
m 63159 51119
u 85421 79173
m 91430 2022
q 90808 16338
m 43336 40283
u 41878 97350
q 61047 24184
m 45250 1587
m 9460 28531
q 31943 43948
m 50300 83742
q 28095 79380
m 83935 61815
m 60637 77893
m 91367 97184
u 82398 91034
m 69745 26317
m 62653 7112
m 89231 58008
q 18308 5276
m 38460 46661
m 35191 81941
u 36420 84789
q 65721 65567
u 25698 57360
q 4128 41953
m 45701 60021
m 72632 66343
m 87421 75691
q 68913 20696
m 87733 37475
m 13337 41011
m 90337 56490
m 77800 24867
q 11667 75131
q 3940 26474
m 17028 22347
q 56066 45713
m 75152 32672
q 30459 10041
q 28134 73088
m 17563 52283
m 60163 80735
m 67885 16742
m 35604 7424
m 57131 65896
q 74944 44972
m 74524 89062
u 58799 92818
m 31526 95864
m 38543 34942
m 5234 64338
u 17074 39936
m 63959 42181
u 97985 63472
m 81644 49440
q 79194 64540
m 37025 91628
m 74884 98174
m 88138 76854
m 73894 55546
u 23034 73425
q 12415 73697
q 11003 5761
q 77734 64434
u 61229 57001
m 61313 7216
m 83082 98539
u 60377 11575
q 79668 41114
u 1499 40413
q 47407 88274
q 39446 16738
u 71224 29477
q 88566 70736
m 14204 58844
m 15413 22748
u 20974 31180
q 34471 24619
u 56010 44272
q 18735 75892
m 35734 61719
q 46982 92642
u 48328 99433
q 65416 49733
q 81402 2265
u 23942 51229
u 89383 40939
u 15381 58987
m 91144 16440
u 98630 61749
q 47309 83103
m 88097 88907
m 74134 60690
m 71789 15312
m 97596 43779
m 83315 70628
u 4696 15427
m 37596 79970
u 34983 53665
q 29426 76637
u 22888 95627
q 5349 66121
q 54649 27626
m 24336 99764
u 44346 8118
u 59778 36076
q 16201 72419
q 54125 3561
u 20001 54172
q 23751 27513
u 66214 15621
q 51419 10445
m 34251 14191
m 57952 60352
m 34786 810
q 72904 16050
m 51869 7867
u 56255 66136
q 18919 55595
q 82337 26648
m 96051 84976
u 63222 96533
q 29723 53935
q 19802 66650
q 24575 19332
m 91179 33964
m 19993 77029
m 91442 34139
q 56485 64732
m 86416 98028
m 18870 72441
q 20316 29816
q 74456 88882
u 18266 11874
u 57429 47789
q 93409 93459
q 83644 23865
m 79121 81840
u 70352 99495
m 23081 42881
m 40897 45220
m 39149 71217
m 26954 7823
q 43873 58201
u 91615 71181
u 5194 25557
u 75902 32420
q 68543 34402
m 10651 65242
q 36122 59965
q 72198 684
q 22537 67520
m 33309 48994
m 72512 87931
q 91953 9713
q 75037 67523
q 81652 14869
u 83332 89041
u 64589 34899
m 85522 20756
m 10384 41154
m 10410 86347
m 79572 71743
u 40387 74660
u 83043 30747
m 53797 35266
m 31902 42470
u 72660 33723
m 91164 61723
m 68304 51031
u 89900 72050
u 33333 49058
u 63528 16080
m 89349 88689
u 23156 18300
m 38957 40790
u 37391 36541
u 34510 67196
q 93110 47617
u 3929 58898
q 64208 71999
u 47008 79112
m 33250 68122
u 7930 37439
q 37441 51512
m 62736 39522
u 97675 58289
u 58549 86562
u 16654 50608
u 40549 65914
u 46036 43385
m 92284 70251
m 6581 48927
u 27060 3674
u 65501 12862
q 42163 61726
u 6242 44560
m 88018 57990
m 98259 9539
q 63445 21127
q 30709 21640
u 84204 51197
q 7354 88243
m 40509 63527
m 20245 51277
m 69050 32915
q 15167 91318
m 57737 87486
u 56695 1450
q 68153 61106
m 99750 81613
q 46466 40604
m 92729 79288
m 40960 38196
q 38037 61057
m 31167 42032
q 90621 3455
m 8114 94055
m 89796 12188
q 5551 77812
u 58123 20193
u 81849 27877
q 91338 99619
q 68478 11163
m 90831 42240
q 14907 91925
q 56973 2883
q 63927 8704
u 45715 159
q 17838 72778
q 22925 27599
m 34865 38709
m 91682 57836
u 19535 48799
u 51861 80692
u 11693 94924
m 20322 48198
m 35032 40693
u 91879 88459
m 24163 32525
q 29715 80610
q 55576 5170
u 54956 98965
q 73669 10334
m 96849 67439
u 2563 86527
q 18845 90317
m 74692 73712
u 69259 46754
u 4721 69509
q 3033 16254
q 90103 58836
m 77447 43509
m 62413 9132
u 75595 79229
q 22723 17761
q 37244 85553
q 73324 21529
q 61151 76409
m 51421 75816
q 4626 5811
m 53349 84874
u 33193 47862
m 28754 90942
m 66624 72051
u 23462 27864
q 57754 42561
u 45200 89358
q 77611 36935
u 20748 52081
q 71881 51814
u 26950 98145
m 73375 21295
m 36021 85880
m 33378 99556
m 59439 96722
u 63061 7731
m 25112 25603
q 41109 20906
q 86933 66235
q 681 31279
m 1499 84760
m 85797 62178
