10000 10000
m 4179 8591
q 7209 5585
m 6332 6750
q 6824 9944
u 6088 8313
m 5370 9252
u 6553 5382
m 9259 9419
q 6443 9180
m 3112 3149
m 5788 4095
u 5184 5831
q 8351 815
m 7793 7375
q 3559 2301
u 5110 3707
q 2455 9710
m 168 764
q 7105 7163
u 4028 3321
u 2886 4697
q 1754 2618
m 7642 3873
q 7413 6066
q 8955 9812
m 5684 8907
m 2322 8614
q 4477 7047
m 4978 8020
q 2742 9476
u 6287 6442
m 9540 3763
m 3933 108
u 5359 4973
q 2822 4347
m 6893 3437
u 5961 8683
u 7854 3471
m 1801 6922
m 2731 6081
q 8197 523
m 2524 9235
m 8983 2384
m 4640 3079
q 4580 3600
q 6185 5358
m 7755 6891
u 8458 3491
u 3979 210
q 2353 2802
q 8339 5720
m 4115 8052
m 3598 8431
q 7492 1000
q 6377 8452
u 2748 8082
u 5485 57
m 3956 3457
m 438 122
u 8734 1751
m 7940 5441
m 2167 19
m 5643 8563
m 2599 3894
m 6327 9302
u 1329 4489
u 1954 7181
q 3620 6385
q 7651 6245
m 5701 5274
q 4058 3618
m 552 9709
m 4217 4694
m 9505 7716
u 1001 8975
m 2017 9881
m 6750 9992
u 5691 8121
u 6258 757
m 6138 9796
m 2037 7617
q 7331 2398
q 3470 2632
u 5481 3397
u 2037 4284
u 8207 9373
q 6287 9721
u 1519 3725
m 3951 8440
q 1749 3032
m 4936 3578
q 6510 1295
m 8016 8643
u 8832 1989
m 4864 5381
u 4099 5624
q 7180 9353
m 4699 3377
q 5102 9330
m 5738 2225
m 9698 3860
m 5419 2212
m 2296 7564
q 9263 234
m 884 4089
q 4516 7067
u 4268 4166
q 639 7882
q 6423 3667
q 3699 2605
m 2377 4455
q 9170 5242
m 7920 7831
u 6683 8653
m 9326 7383
u 3596 7560
u 2808 3484
u 406 2566
u 1191 9502
q 8200 7135
u 1837 1150
u 5938 7100
u 1617 1424
q 2713 6972
m 5601 8295
q 3293 2358
q 4652 5694
q 4486 4740
m 7336 4433
u 5479 2513
m 9574 4580
u 9721 7882
u 4499 1443
q 363 2391
q 3935 386
q 9003 1109
m 7617 2879
u 2530 7798
u 2142 7506
q 8678 6214
q 3084 3742
q 9804 3013
q 9803 4382
q 543 7311
q 4473 704
m 7187 7145
q 2159 7747
q 7879 1192
q 6017 2730
m 9638 3406
u 9999 2989
m 6294 6596
u 4804 7397
q 3383 4217
m 4911 7112
u 8251 122
u 1845 7704
u 4954 6657
m 665 9321
m 1660 6342
m 8136 6826
m 6867 1861
q 8116 5439
q 4078 1269
q 6432 2255
q 3218 8624
u 9274 4866
m 5496 7032
q 8013 4485
q 309 4464
u 7819 3390
q 2641 3737
q 2073 7060
u 9171 7470
u 2342 6420
q 8460 7681
m 460 8999
u 1657 3328
u 6206 9430
m 6469 7251
q 4541 5314
u 7723 1218
u 8385 4916
m 9314 5705
q 9024 3705
m 1328 4986
m 6189 6256
q 9920 6260
u 4375 7618
q 6978 8642
u 5700 3170
m 3615 9978
u 8216 4032
u 6249 2393
u 70 6209
u 8196 8113
q 8150 4339
q 6988 2106
q 438 9111
q 9875 6817
u 7731 2760
m 5291 6885
m 3021 7848
q 1854 1422
m 3531 5457
u 9891 5043
u 8420 1415
u 1846 4939
q 5220 1962
m 9815 3932
u 6502 2396
m 2883 2083
u 6648 1073
m 2992 701
m 9738 8174
m 4938 7945
u 5580 4648
u 2954 6829
q 3655 4530
u 1316 2216
q 3939 5218
u 8754 1174
u 1016 4182
q 542 9965
q 9811 3342
u 3079 4425
m 8567 9796
u 409 3544
q 4145 6108
u 6324 6513
u 5279 1469
m 1815 6043
u 1088 466
u 3423 8481
u 2754 3865
q 2104 6834
u 4044 1026
m 5098 6977
u 194 3090
u 3703 7930
u 5693 9908
u 3499 1179
u 7779 5683
q 5437 4724
u 9582 1202
q 2658 2204
m 6374 3208
q 9786 3793
u 8197 3741
q 2047 8733
q 9273 7674
q 8354 1488
q 8245 7235
q 8678 1209
q 9715 5007
m 5746 1770
m 1798 994
m 1352 8529
m 3844 5076
m 6152 9240
q 5181 6133
m 2775 7986
m 1329 8129
q 4977 4851
u 1568 3360
q 2381 6512
q 9829 7904
q 2986 2401
u 9050 819
q 4609 9108
m 7564 497
u 8622 9784
u 9268 8832
m 1648 1479
u 8562 1589
q 1392 8372
q 6620 6626
u 3725 5898
u 6369 1884
q 7356 6507
q 1270 7956
q 1069 9574
m 9968 2709
q 9336 1801
q 1304 9153
q 2729 7078
m 4927 2235
u 8873 2766
q 6956 5958
q 968 4749
m 5432 3407
q 3452 1819
u 1767 2490
m 368 121
q 8231 5917
u 1164 6468
u 5630 4398
u 914 5790
q 9107 7655
q 7250 7543
q 9007 4958
q 9575 2950
m 1373 6560
m 837 9875
q 8868 1580
m 3523 462
q 9582 9310
u 6566 1005
u 6972 284
q 9548 3012
q 5126 7544
u 3903 581
m 7452 9688
u 2799 3716
u 9511 9487
q 7984 9118
q 4442 7593
q 6072 9754
q 1689 868
u 7007 4451
q 8546 5608
m 739 3449
m 3167 6623
q 8515 2189
m 3081 4552
m 7820 5665
u 1167 4143
q 3268 874
q 7734 1528
u 856 7943
q 8807 7339
u 6410 8240
u 7272 7026
q 7334 6342
u 1395 1147
m 4680 1863
u 2107 4434
u 7934 7083
u 99 5244
m 1436 892
q 4699 1900
u 4124 3542
m 3506 342
m 3804 8874
m 258 9638
u 7137 5715
m 9147 2516
q 87 5485
m 7398 4183
m 6798 2752
m 3757 5816
m 767 9047
q 4755 5202
u 9462 817
m 597 4192
q 6871 2508
q 8592 6218
m 2967 4167
q 995 5282
q 454 17
m 6773 5738
q 8925 9687
u 9645 2487
u 8495 7751
m 6082 1368
u 1291 8974
m 2680 239
q 7347 8718
m 3618 2975
u 2462 5817
m 1246 1785
m 3645 4893
u 3862 5167
m 2969 1963
q 2577 7012
q 6529 2279
q 8805 9851
m 7967 4879
q 8086 4063
u 2041 752
u 2984 8149
q 5400 5205
m 454 706
m 1941 9445
q 700 9121
m 3227 7889
m 1927 9968
q 6390 9618
u 537 524
m 6524 1862
u 800 2002
m 4957 2886
q 7495 8096
u 235 170
m 3873 376
u 1117 8425
u 7191 6462
q 3714 8426
q 6697 3270
u 9459 7622
q 4167 2543
u 4352 3478
u 4569 4561
u 6999 9756
u 2935 6208
q 5246 367
m 8447 509
q 394 3735
u 4048 7665
m 5173 3524
u 7334 3885
u 5955 1780
m 5356 5810
q 978 8980
m 1985 4526
u 7054 6106
q 1001 513
q 8912 7749
u 8527 9161
q 9498 5980
q 3678 283
u 6185 4683
m 5505 9387
u 9238 4708
u 1319 7046
u 3488 4620
m 6607 5482
q 4784 5474
q 7797 4127
m 710 1095
q 1649 222
m 4420 5354
q 4694 542
q 8431 1405
u 3954 4641
m 5109 3637
u 2635 7292
m 3432 5007
m 8311 2190
q 5074 9110
u 1616 7125
u 240 7918
q 8662 2938
m 5583 9045
q 6430 5127
q 2232 2618
m 4906 5593
u 7877 2033
q 7204 8222
q 8496 9082
m 1692 4663
q 7264 5318
m 2285 3874
m 4631 3505
u 5188 7145
m 2044 2359
m 3218 3879
u 7879 8009
m 6116 1400
q 724 5614
u 2870 2216
q 6612 8209
u 414 4050
m 3680 3559
q 2666 3480
q 6839 4857
u 2741 7285
u 7746 6835
u 175 1006
u 6115 1207
u 3063 2113
q 7397 1616
q 9793 355
u 6186 7385
q 3395 3713
q 9769 5310
u 8619 5410
q 6133 1074
m 2413 2525
u 7878 4566
q 2956 4708
u 5911 6954
m 7783 7495
u 3636 1292
m 3440 9646
q 9781 2645
m 7811 3369
u 1180 4971
u 9747 7393
u 1549 5965
u 8411 6031
q 1653 8488
q 200 3972
u 4999 1203
m 7658 7582
q 8102 5447
u 6080 8553
q 5780 5208
u 1516 5673
u 8332 3699
u 6237 4018
u 7386 3442
u 4505 7283
m 8592 1330
u 2334 983
q 145 7858
q 9992 95
u 5903 893
u 4893 7487
u 4086 4169
m 1958 536
m 206 3493
u 7787 7727
u 6481 2658
q 7742 9173
u 4242 4409
u 5813 9114
q 2461 5875
m 9307 6389
m 5184 621
u 8551 8606
m 940 2868
q 3249 6875
u 9759 2958
u 8070 8160
q 3724 3130
q 1746 5630
q 623 3320
q 6115 9021
m 5842 3797
q 9221 9416
u 5069 1985
u 7315 6965
u 7482 3917
m 4794 9777
m 9278 9063
m 4547 6589
m 2160 2771
m 7793 63
u 6156 860
m 5041 1720
q 4822 7195
q 1456 389
m 7960 571
u 7709 3003
m 5371 8078
u 4396 909
m 758 9259
q 166 1603
m 4556 4870
u 6727 5611
m 3607 1864
m 9145 203
q 882 8139
m 6449 1351
m 334 7114
m 235 9511
u 2927 1313
m 1362 7919
m 5977 2933
u 6496 479
u 8526 5884
q 4107 2511
u 1202 4200
m 4411 2034
q 2846 8883
q 3189 2118
u 6043 2635
u 5149 8609
u 7443 1113
u 7674 3455
m 7516 712
m 4787 1100
m 322 2931
m 3641 784
m 3169 4290
q 5247 1475
m 8495 5467
u 6957 2154
q 8075 8220
m 1681 7556
m 8237 4362
m 501 1254
q 2410 56
u 4102 7797
u 9913 9836
u 9974 5472
m 5453 6808
u 1781 2646
q 9755 8613
u 6918 8299
q 7248 4091
u 7042 6461
u 5267 7209
q 4363 3370
u 4584 4646
m 9939 3846
q 2852 1697
m 7608 2286
m 6580 202
m 5032 1390
q 7559 6464
q 1696 5400
m 954 9405
u 1103 9460
q 3878 3117
q 1707 6933
q 68 3481
q 8157 8485
m 5275 6339
m 2382 7609
m 4335 6312
m 6848 1529
q 4717 9468
q 7999 8482
q 8103 7706
m 4345 3078
q 4703 788
q 911 242
q 5882 6966
u 6735 7255
m 3373 6065
m 3977 1824
u 1102 917
q 2038 2097
u 7388 2408
m 2111 5236
q 1769 3029
q 7206 9100
m 4997 5506
q 909 5157
u 9108 6113
u 7215 3170
q 8838 1301
u 6829 8217
m 6148 1798
q 8497 2894
m 3885 4038
q 6882 8224
u 2366 9801
m 5826 7659
q 9258 244
q 9321 7350
q 8220 2653
m 1105 2095
m 1384 6327
q 6210 5979
u 1466 2313
q 2143 2571
m 3231 2159
q 6565 9112
u 5855 6814
q 6565 5817
u 7617 4130
u 7688 9177
u 946 6463
u 7383 9001
q 7607 9685
u 7205 8682
q 4946 7298
u 927 3041
m 1360 9843
m 8337 3703
u 7784 6395
u 4655 8903
u 7838 5122
u 6864 2748
q 8980 6688
u 7030 9942
u 7076 7914
q 9868 7358
q 6698 8944
m 1531 4722
u 9640 6296
u 3533 828
m 3712 6565
u 1167 8593
q 8457 3033
u 3834 6205
q 8238 8113
q 5379 5568
q 1653 3194
u 2934 7759
q 4329 8974
m 2322 3509
u 2051 2483
m 3951 8962
q 9557 6997
q 5266 5503
q 5983 4635
q 4393 6247
u 9871 1289
u 2092 6575
q 7167 4143
m 512 4609
q 4027 6772
q 3827 1371
m 4841 8660
m 7442 7342
m 5543 3191
u 3064 9559
q 8423 3940
m 6083 7753
m 7364 8969
m 611 8839
m 3489 1068
m 4931 3048
m 9397 4893
m 4453 9388
q 4029 1035
u 9907 7269
u 2111 3087
m 5058 240
m 4526 159
q 1053 7619
m 3445 1392
m 372 6073
q 4318 6657
m 3354 3575
u 5189 8868
q 3971 1632
q 9313 3976
u 149 1048
q 2987 2533
m 8440 8325
m 6031 707
q 6757 5533
q 314 5033
q 2391 5208
m 4533 9208
q 1041 8858
q 5273 3783
m 9988 4221
m 5890 5952
u 4788 1487
m 8073 176
u 9911 4820
m 6033 6413
u 7049 5557
u 9705 321
q 6737 619
u 6736 5211
u 2536 2014
u 7386 3869
q 440 4473
m 7636 1467
q 3191 799
q 5469 9488
q 3526 4465
u 9134 8759
u 2660 4004
u 5262 4103
m 8852 5928
m 4151 3832
u 6663 5641
u 8612 291
q 5646 2860
m 8252 9050
q 9390 1385
q 2592 3909
m 2761 3547
u 8365 8504
q 5208 4957
q 582 3804
q 4375 9860
q 8208 7035
m 8363 4555
u 6036 6450
m 1378 3686
q 5301 9046
m 1786 560
u 4470 893
q 7950 2810
u 7885 2389
q 2535 4131
m 1226 393
u 9168 6758
q 805 9291
u 5038 4288
q 1422 6812
m 6708 9208
m 6689 1266
m 3787 6326
u 7163 6698
u 5748 9699
u 447 8869
u 890 3094
m 1653 4688
q 2236 226
m 8481 8753
m 1989 3184
q 7865 6548
m 2450 6768
q 9374 2433
m 9667 7603
u 7386 3025
u 6571 8234
m 3037 4401
u 8164 89
m 8353 153
u 6929 8681
m 6711 5602
q 5618 7957
q 9353 2428
m 3383 1622
q 1089 5956
m 6218 5138
u 2876 5727
q 7862 1682
q 1276 9241
m 448 3650
m 4532 6590
q 3562 4378
m 3217 4078
u 1961 6184
q 7592 3178
m 4605 1229
u 563 5052
m 6170 5610
q 2281 533
m 7085 4227
q 106 6531
u 4983 3918
u 7698 5330
q 337 1155
m 3410 704
q 8703 5960
u 1313 6516
m 9566 2472
u 5319 8509
m 2426 5941
m 6285 2964
u 5583 6937
u 7429 4991
u 2861 2800
m 6478 8364
q 6698 9162
u 3112 4341
u 6621 7559
q 4234 2937
m 2167 7371
m 3428 5475
q 5000 9664
u 907 35
u 6516 2100
u 8155 6406
u 5147 3205
q 7122 5729
u 2844 2962
q 3633 5129
m 7156 5234
m 4254 8737
q 5245 4954
m 6293 8157
m 2511 6303
q 2294 5852
u 6863 8720
q 6471 9279
q 6743 4151
u 4807 271
q 9578 2364
m 3304 6108
u 6155 8588
u 9108 5660
u 3753 5649
u 666 6903
q 1464 6620
m 2401 2615
u 2914 5794
m 589 3683
q 4958 7900
u 8339 8101
q 911 4811
u 5692 6691
m 4691 5399
m 4910 1079
q 7918 5729
m 8058 2870
m 8060 6107
m 3428 1245
u 5292 1342
q 1524 5848
u 3651 8585
q 8830 4158
m 824 899
q 2204 8123
u 6603 8352
q 3329 7085
u 3931 579
m 6423 2668
q 2999 2060
u 2488 2366
u 4797 2817
u 2204 7385
m 1169 5864
m 7617 5743
m 9562 255
m 6098 8696
u 2078 1877
m 6989 7978
m 5915 7099
u 5133 4507
u 7655 430
u 6497 4798
u 7017 3600
m 9869 9447
m 9932 5283
q 8235 8678
m 980 7325
m 6283 2667
m 6506 7734
u 5962 9418
m 201 2332
u 1080 1557
u 7763 3676
m 6934 3754
u 2650 8827
q 7660 6984
u 8037 2603
u 1824 8465
u 6031 552
u 6496 850
m 8363 997
u 9423 4543
m 5025 3812
q 7969 7169
m 5560 4263
u 2752 6712
q 4911 9006
u 7530 9373
u 604 5689
q 9760 3904
m 7697 4977
m 6068 3400
u 7285 874
u 2384 4753
m 8882 8756
u 2260 1289
q 5615 8255
m 4492 3787
q 2610 8277
m 2010 1873
q 4543 7136
m 241 4978
m 6432 538
u 2570 476
q 4433 8871
u 5026 8463
q 3599 7005
m 4496 6448
m 6410 4238
u 175 3157
m 1751 7851
m 1277 9708
m 4064 5100
m 1178 5532
m 5828 5424
q 1633 3887
q 7774 5876
q 4685 6115
q 2515 6713
u 3020 3569
q 4956 4914
u 4421 9943
u 368 8367
u 4381 2343
u 7316 8075
u 7500 88
m 8501 8420
m 1918 3095
q 8120 5624
q 9391 5667
u 9828 5972
u 2322 2595
u 3736 8886
m 9108 6979
m 1181 9410
u 9812 58
q 3640 2165
q 1102 2681
q 7986 9846
u 9765 3905
m 1350 836
q 5704 7428
u 5840 7159
m 2586 1512
u 817 4910
m 4067 5762
u 2640 4337
m 9208 7040
m 8205 8139
u 3381 6076
m 4211 1374
u 9558 3714
u 716 5117
m 9927 6537
u 1780 9057
u 661 7635
u 1568 45
q 9122 7953
m 6414 4508
u 8678 9468
m 9460 4889
m 78 3802
u 4294 3751
q 4704 5261
q 4417 6725
u 9024 5176
q 5355 9650
q 5572 7721
q 7620 1667
m 9814 7478
q 1681 3072
u 2951 9284
u 5764 8441
u 3786 8778
u 693 4282
q 7044 784
u 554 3974
m 4488 4749
q 7619 7188
q 5668 6080
u 2851 5112
m 692 832
u 9771 7127
q 2898 3947
u 8295 757
u 8804 7971
m 2841 1700
q 1416 8233
q 324 2700
u 7726 7703
m 4347 2360
m 1159 3747
u 4718 6383
q 4535 92
q 9604 6777
q 3279 8572
m 1605 5256
q 7792 2382
u 5719 5044
u 1461 5270
m 8001 7341
m 7718 2208
q 6759 4890
u 3362 8663
u 4706 7385
m 7886 6659
q 1923 2702
u 6213 1042
m 4184 8433
m 7507 4329
q 5512 5397
q 8239 3337
q 4345 5895
m 6501 5930
u 3334 4689
m 4654 6808
u 2634 7495
u 9270 7264
u 4939 5267
m 9505 3685
m 9262 6500
u 6906 8695
u 2773 1588
q 9952 3786
m 4738 5878
q 7428 5717
m 3050 7671
u 9245 8124
m 7665 7867
u 145 4864
m 8460 9205
q 3923 5038
m 4428 9359
m 8586 6356
q 4289 4974
m 8833 6422
m 2618 4416
u 7426 4652
u 2534 304
u 4795 6105
q 982 6123
u 881 4705
q 7674 9662
q 1909 5530
u 3294 1189
u 9108 2423
q 1296 2712
u 6437 8853
q 768 6671
u 5578 4030
u 8102 2234
m 2013 4305
q 6792 4017
m 3717 1452
u 5371 5915
m 1706 2332
q 348 5546
m 1554 7328
m 5557 6171
m 1396 4456
m 9489 6346
q 3821 4250
m 6695 9745
u 5674 8763
m 144 1364
m 7902 2478
q 5305 3112
u 8384 2508
u 793 123
u 5265 4288
q 8473 5244
u 6800 7681
q 1312 415
q 1166 5266
q 4295 6765
u 4244 253
u 7933 7804
q 4381 6497
q 2278 136
u 8419 5518
q 4629 5544
u 4860 6983
q 6566 1222
m 9399 7180
q 9887 7168
u 5144 8626
u 4742 5979
q 1122 6421
m 889 3462
q 205 5210
m 4319 4916
u 8016 717
u 9713 369
m 7155 4648
m 3043 5236
q 518 9146
m 8377 5880
q 4717 8426
q 8972 6484
u 5117 2726
q 7802 5236
q 296 7627
q 905 7390
u 2610 9285
m 9090 6282
u 1478 8344
u 2874 5086
q 645 9294
m 3953 7546
u 7133 7750
u 9492 9597
u 5077 3023
m 9013 527
m 1240 2248
u 7783 3586
u 461 3584
u 9006 9964
q 6769 1093
m 4901 2062
m 6549 6784
u 3332 6183
q 2417 9007
u 5381 7484
u 3583 694
u 4349 2204
u 797 5862
m 5325 4074
u 1731 6840
m 2851 857
u 9045 9731
m 5286 367
u 5890 5887
u 11 1417
u 7778 4186
q 3505 674
u 5772 7507
q 5001 2984
u 5941 1391
u 6798 2556
u 9751 1402
q 6439 7002
q 448 2770
q 3429 6291
q 6165 2227
m 4781 768
m 1050 9965
u 597 6171
q 4792 6698
q 3394 929
u 8508 194
u 4210 7090
u 9949 3563
q 3129 4328
q 1850 7179
q 7155 7023
q 2106 4576
u 8912 7768
m 8119 881
q 849 9775
q 9358 8351
q 8155 8481
q 2960 7751
q 4147 3701
q 300 468
m 4246 6453
m 316 4856
u 1069 9252
q 2443 2182
u 3792 9796
q 8614 4675
q 7345 499
m 7508 7405
m 7371 5224
u 9121 1135
q 4118 598
u 4881 3304
u 1816 9318
u 8958 8322
u 7933 1788
q 2007 6277
m 8312 3739
u 9827 7940
m 1561 5905
u 5768 3793
m 3637 2998
u 5843 377
q 2934 4569
q 1776 5079
m 5560 6543
u 9885 1348
q 5706 1823
u 6482 205
u 4364 2300
u 892 5136
m 735 6320
q 8198 1648
u 552 2868
q 6577 5585
u 5851 9168
m 7049 3914
u 691 1195
u 4391 3871
q 1310 3552
q 2329 1954
u 4296 9489
q 3628 8491
q 6530 9937
q 436 3993
m 7090 62
q 2368 610
u 1225 3025
q 4804 909
m 7914 7526
q 165 5943
u 999 216
u 641 8030
m 1043 733
q 2698 2198
u 7992 2279
q 5291 3189
q 7775 7727
q 7596 7308
q 5364 3893
q 763 8604
q 4098 2152
m 4563 4363
m 2663 7534
q 3933 6096
q 4269 5538
m 5117 1697
m 6964 4642
m 5060 1579
u 2718 9545
q 851 64
u 5713 7358
u 6098 8566
u 1868 2847
u 7390 7441
m 22 6962
u 7690 5154
u 5319 2228
q 5100 6058
u 310 3783
m 9740 6159
u 2900 5406
q 1643 3256
q 6872 5364
m 8356 5918
m 6927 3305
q 3593 5742
m 4742 133
q 552 3337
u 9713 6307
u 4624 7508
u 6620 335
q 6837 6298
u 3962 6447
q 5234 2771
u 1669 2459
q 8061 9024
m 2913 5548
u 541 8325
u 6710 1749
u 2918 1509
q 1822 4537
m 4789 3570
u 8950 6810
q 8138 2356
u 897 6800
u 4562 8349
m 1869 627
m 6735 7200
u 5668 7955
u 973 1798
m 6000 1434
u 2794 5015
q 4756 4560
m 9571 4001
m 3095 3567
u 4718 9133
u 789 1461
m 6382 4717
q 7069 4845
u 5283 9933
u 1340 8887
q 8851 8696
u 5437 9079
m 8444 353
m 6527 4973
u 2485 5941
u 9798 7250
m 7665 1563
q 9551 6572
m 3005 7832
u 9965 2135
u 5085 436
q 3038 1080
q 9707 3409
u 8201 5711
m 9630 4873
q 2164 6702
u 180 9724
q 4836 4674
m 5887 2749
m 9972 5560
u 8561 2258
q 4468 8596
q 5212 8688
m 8276 4406
u 7257 2849
u 9040 4534
q 1305 3271
q 1282 798
u 2259 7647
u 7 8477
m 8359 6173
m 2682 3096
u 4867 1828
q 613 6458
m 1420 7135
q 6701 944
m 8408 414
m 2006 7375
m 3334 3245
m 2740 1152
u 9927 7942
q 357 7762
u 3652 2820
q 6107 2049
m 9727 2488
u 5990 2521
m 8153 2288
u 8561 6071
m 9073 2969
u 8838 3321
q 7335 5830
q 8083 9631
u 4082 4282
u 7020 7171
u 1563 7015
m 6225 1870
m 7528 8385
m 2368 4308
m 6435 2520
m 9985 2879
m 3365 5807
u 9426 3025
u 481 2326
m 7529 1328
m 2252 9844
u 8861 6693
m 6546 1839
q 9584 4370
m 6583 6632
m 418 5727
m 8136 7507
m 9436 2323
q 4825 6859
q 9640 292
m 3303 6401
m 4127 7730
u 7310 9252
u 9353 8341
u 7272 8390
u 1987 1606
q 644 1440
q 7584 3557
m 785 4471
q 1086 6691
m 3581 2377
u 8981 4003
q 790 5559
u 5927 5683
m 8572 3647
m 4963 6071
m 5958 8812
u 9422 6597
m 8672 490
u 6232 116
u 8844 7220
m 7186 8077
m 3417 9781
u 5731 2338
m 1240 9820
m 4469 3871
q 9165 7455
u 8660 2957
m 9858 2297
u 3523 7713
q 9167 3556
q 213 8663
q 7907 2263
q 7304 3765
q 100 3282
q 7214 3678
m 7191 806
u 8712 1831
m 6202 7389
u 9181 2882
u 8827 7948
u 560 4049
u 543 6044
u 7612 6911
q 2983 5021
m 8802 4945
m 8497 5365
u 3796 2826
m 2896 1871
q 9030 3612
q 9985 4124
u 1399 4802
q 2101 7330
u 3684 650
u 8358 4562
u 8755 7518
u 4892 3300
u 5863 4277
q 8760 1489
q 3386 2934
u 7009 6410
u 6372 4534
m 1348 4236
m 1638 8728
m 690 2994
m 209 3910
m 1437 4651
q 8609 8529
m 4914 1341
q 4762 919
u 3918 5917
m 5498 7164
q 2048 8497
q 6789 2581
u 1842 9935
u 4539 467
m 7515 9236
m 5613 7668
m 6660 2946
u 1376 9208
q 7164 3741
q 9956 7551
q 1633 4241
q 1993 7288
u 8376 8252
u 3034 9826
q 5440 7368
m 1960 4949
m 329 7154
u 9714 893
u 8403 6568
m 1278 2437
u 4304 5522
u 6669 4335
q 580 6672
u 6791 19
m 3218 9134
m 1431 2242
u 133 7118
m 5470 169
u 8308 9286
m 6262 592
u 3500 9643
u 9138 3135
m 8700 1203
q 6665 6090
m 3731 7982
m 880 1324
m 9485 2649
u 1829 1001
u 2081 63
m 8418 3423
u 3063 1506
q 4164 2827
u 9343 484
q 2492 8753
m 4513 9183
m 1455 1204
u 8146 3793
m 8975 2099
q 7851 6562
u 2067 5926
q 6329 3473
q 9598 7607
q 2989 302
q 504 4054
q 2363 1530
q 7429 1044
u 3486 3591
q 3909 2053
u 2152 1541
q 6257 7906
m 490 8158
q 2503 176
m 8753 8500
m 8098 9111
m 5067 8348
m 3113 1085
u 3454 6708
u 8757 5045
u 1162 152
q 7750 3882
m 8627 3978
q 9622 2073
m 507 9082
m 1426 4508
q 3734 3523
u 6155 7690
q 6491 9783
m 8272 1065
q 3273 2939
q 195 4659
u 127 6319
u 213 4266
u 9799 4392
u 8564 4758
u 9698 7738
u 7906 1433
m 4407 6296
m 7484 4423
m 6466 1641
u 5895 6779
u 6834 429
u 5910 5673
m 6351 1632
u 9371 4466
u 2297 242
m 8166 2240
u 7418 7481
m 1632 5962
m 1710 9678
m 9976 8026
q 9166 9916
q 2524 3397
u 3510 8414
q 7210 8516
u 6854 1666
m 7915 381
m 1234 3352
u 5457 8702
q 8371 8287
u 8809 7406
q 6976 66
q 433 7523
m 463 5655
m 5460 1430
u 874 2425
u 1870 4305
q 8267 1153
u 1526 7539
u 2241 2405
m 2263 5016
m 7290 5377
m 1657 1391
q 3262 9890
u 5833 5097
q 2112 7497
m 1980 6226
u 5598 3379
u 297 9381
u 2211 8407
m 2826 3996
m 6289 1256
u 1091 792
u 980 4945
q 8338 7205
u 3623 6983
m 2152 1530
u 2338 6548
u 2682 9739
m 2206 3151
u 6108 3577
m 5236 7284
m 3141 6432
q 4019 3456
q 6852 9294
q 5593 2133
u 4620 1814
q 7724 5023
q 8086 3505
m 4677 1424
q 6354 6480
q 2583 3214
q 786 8018
q 4306 5369
q 5640 7582
u 7658 7296
m 8311 2767
u 8777 5397
q 9303 5692
u 4814 2578
u 6552 868
m 3172 4832
m 8404 5056
m 9250 3262
u 7524 5563
m 41 7748
q 1078 9542
u 8705 9106
u 332 216
u 7053 237
q 9387 9634
u 264 8886
u 2823 8344
q 4539 49
q 9442 8794
u 8527 1091
q 3865 9711
u 6424 7285
m 1354 1797
u 4250 4823
m 1146 7860
m 3180 9586
m 1456 3996
q 5444 589
m 6730 4515
q 6535 4206
u 7183 9411
q 784 947
u 9194 806
u 3333 8815
q 6376 5388
m 2757 9324
q 9246 8839
q 3912 4945
q 2345 1937
m 684 7292
m 9478 5197
m 2041 4544
q 3170 8836
q 592 3898
m 995 1914
m 6130 9241
m 3211 685
q 2442 5399
q 8813 967
q 1444 5363
q 9402 7527
m 2527 8006
q 1963 7219
m 4119 4035
q 7177 9520
u 2400 8877
u 6180 3094
u 5436 9012
m 4637 531
q 1413 576
q 8859 1589
q 2755 6301
m 4106 9099
m 30 9910
m 3135 9754
m 2786 6515
q 5658 7615
u 2206 7755
m 1367 2107
q 1195 2999
u 5 828
m 6157 1821
m 9604 5469
m 6032 5299
q 1955 1596
m 6593 1019
u 6472 4588
m 3757 9861
q 181 9417
m 9490 960
u 6908 8544
u 1754 4645
m 6618 453
q 1408 8741
u 7031 9191
q 9685 2331
m 5029 4098
m 2922 9053
q 7266 8610
m 16 8849
q 7365 3185
q 5669 7683
u 1952 710
u 6884 7680
m 3333 1522
q 686 454
u 4386 168
m 1337 8910
u 5978 3471
u 757 8333
u 3856 1005
q 9849 764
q 6036 6525
u 2351 3086
m 9772 2356
q 4985 4230
m 116 9800
m 9760 4897
q 2440 4810
q 4331 7051
q 869 1906
m 794 7355
q 3567 7857
u 602 2164
q 574 8736
m 7165 8717
m 3721 7829
u 8875 5625
q 4267 6921
u 6932 706
u 3231 3172
u 4917 8790
q 9779 8499
q 1761 9056
m 9926 3504
q 6741 6644
q 2141 6964
u 4477 9951
m 8384 6651
m 665 2252
u 9813 90
m 8903 5054
q 7797 5111
m 2222 814
q 6595 8944
q 1119 2507
m 1465 8080
m 2096 4391
u 1763 4438
m 7879 6985
u 3918 3168
m 806 4185
q 6503 5027
u 8479 3028
q 3586 6486
q 6016 9452
q 1697 5314
q 5858 6233
u 1067 4266
u 2374 25
q 6454 1438
u 1321 6170
q 8887 4073
m 4902 9823
q 6917 6820
q 9539 1061
m 7560 8512
q 1938 9942
m 7389 2572
q 2007 9132
q 7011 1424
m 3084 1272
m 4372 5755
q 9519 9544
m 1585 150
m 5511 3447
